GO:0018193	biological_process	peptidyl-amino acid modification
GO:0098660	biological_process	inorganic ion transmembrane transport
GO:0098656	biological_process	monoatomic anion transmembrane transport
GO:0098655	biological_process	monoatomic cation transmembrane transport
GO:0098813	biological_process	nuclear chromosome segregation
GO:0050801	biological_process	monoatomic ion homeostasis
GO:0070192	biological_process	chromosome organization involved in meiotic cell cycle
GO:0045184	biological_process	establishment of protein localization
GO:0045185	biological_process	maintenance of protein location
GO:0008104	biological_process	protein localization
GO:0008154	biological_process	actin polymerization or depolymerization
GO:0045132	biological_process	meiotic chromosome segregation
GO:0045144	biological_process	meiotic sister chromatid segregation
GO:0045143	biological_process	homologous chromosome segregation
GO:0072657	biological_process	protein localization to membrane
GO:0070085	biological_process	glycosylation
GO:0008064	biological_process	regulation of actin polymerization or depolymerization
GO:0045038	biological_process	protein import into chloroplast thylakoid membrane
GO:0045036	biological_process	protein targeting to chloroplast
GO:0033043	biological_process	regulation of organelle organization
GO:0033036	biological_process	macromolecule localization
GO:0060359	biological_process	response to ammonium ion
GO:0030163	biological_process	protein catabolic process
GO:0042126	biological_process	nitrate metabolic process
GO:0042128	biological_process	nitrate assimilation
GO:0033332	biological_process	ent-kaurene biosynthetic process
GO:0033331	biological_process	ent-kaurene metabolic process
GO:0033365	biological_process	protein localization to organelle
GO:0045333	biological_process	cellular respiration
GO:0070482	biological_process	response to oxygen levels
GO:0015031	biological_process	protein transport
GO:0040007	biological_process	growth
GO:0042592	biological_process	homeostatic process
GO:0042989	biological_process	sequestering of actin monomers
GO:0005992	biological_process	trehalose biosynthetic process
GO:0005991	biological_process	trehalose metabolic process
GO:0005984	biological_process	disaccharide metabolic process
GO:0005975	biological_process	carbohydrate metabolic process
GO:0033517	biological_process	myo-inositol hexakisphosphate metabolic process
GO:0033554	biological_process	cellular response to stress
GO:0018106	biological_process	peptidyl-histidine phosphorylation
GO:0019725	biological_process	cellular homeostasis
GO:0044743	biological_process	protein transmembrane import into intracellular organelle
GO:0030029	biological_process	actin filament-based process
GO:0030003	biological_process	intracellular monoatomic cation homeostasis
GO:0042044	biological_process	fluid transport
GO:0017038	biological_process	protein import
GO:0030041	biological_process	actin filament polymerization
GO:0030036	biological_process	actin cytoskeleton organization
GO:0030845	biological_process	phospholipase C-inhibiting G protein-coupled receptor signaling pathway
GO:0030833	biological_process	regulation of actin filament polymerization
GO:0030832	biological_process	regulation of actin filament length
GO:0030837	biological_process	negative regulation of actin filament polymerization
GO:0042886	biological_process	amide transport
