GOID,ONTOLOGY,TERM,LINK
GO:0034715,CC,pICln-Sm protein complex,http://purl.obolibrary.org/obo/GO_0034715
GO:0034719,CC,SMN-Sm protein complex,http://purl.obolibrary.org/obo/GO_0034719
GO:0034722,MF,gamma-glutamyl-peptidase activity,http://purl.obolibrary.org/obo/GO_0034722
GO:0034727,BP,piecemeal microautophagy of the nucleus,http://purl.obolibrary.org/obo/GO_0034727
GO:0034728,BP,nucleosome organization,http://purl.obolibrary.org/obo/GO_0034728
GO:0034751,CC,aryl hydrocarbon receptor complex,http://purl.obolibrary.org/obo/GO_0034751
GO:0034755,BP,iron ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0034755
GO:0034756,BP,regulation of iron ion transport,http://purl.obolibrary.org/obo/GO_0034756
GO:0034757,BP,negative regulation of iron ion transport,http://purl.obolibrary.org/obo/GO_0034757
GO:0034758,BP,positive regulation of iron ion transport,http://purl.obolibrary.org/obo/GO_0034758
GO:0034762,BP,regulation of transmembrane transport,http://purl.obolibrary.org/obo/GO_0034762
GO:0034763,BP,negative regulation of transmembrane transport,http://purl.obolibrary.org/obo/GO_0034763
GO:0034764,BP,positive regulation of transmembrane transport,http://purl.obolibrary.org/obo/GO_0034764
GO:0034765,BP,regulation of ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0034765
GO:0034766,BP,negative regulation of ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0034766
GO:0034767,BP,positive regulation of ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0034767
GO:0034768,MF,(E)-beta-ocimene synthase activity,http://purl.obolibrary.org/obo/GO_0034768
GO:0034775,BP,glutathione transmembrane transport,http://purl.obolibrary.org/obo/GO_0034775
GO:0034785,MF,salicylate 5-hydroxylase activity,http://purl.obolibrary.org/obo/GO_0034785
GO:0034963,BP,box C/D RNA processing,http://purl.obolibrary.org/obo/GO_0034963
GO:0034964,BP,box H/ACA RNA processing,http://purl.obolibrary.org/obo/GO_0034964
GO:0034975,BP,protein folding in endoplasmic reticulum,http://purl.obolibrary.org/obo/GO_0034975
GO:0034976,BP,response to endoplasmic reticulum stress,http://purl.obolibrary.org/obo/GO_0034976
GO:0034979,MF,NAD-dependent protein deacetylase activity,http://purl.obolibrary.org/obo/GO_0034979
GO:0034982,BP,mitochondrial protein processing,http://purl.obolibrary.org/obo/GO_0034982
GO:0034986,MF,iron chaperone activity,http://purl.obolibrary.org/obo/GO_0034986
GO:0035005,MF,1-phosphatidylinositol-4-phosphate 3-kinase activity,http://purl.obolibrary.org/obo/GO_0035005
GO:0035014,MF,phosphatidylinositol 3-kinase regulator activity,http://purl.obolibrary.org/obo/GO_0035014
GO:0035017,BP,cuticle pattern formation,http://purl.obolibrary.org/obo/GO_0035017
GO:0035019,BP,somatic stem cell population maintenance,http://purl.obolibrary.org/obo/GO_0035019
GO:0035023,BP,regulation of Rho protein signal transduction,http://purl.obolibrary.org/obo/GO_0035023
GO:0035024,BP,negative regulation of Rho protein signal transduction,http://purl.obolibrary.org/obo/GO_0035024
GO:0035032,CC,"phosphatidylinositol 3-kinase complex, class III",http://purl.obolibrary.org/obo/GO_0035032
GO:0035061,CC,interchromatin granule,http://purl.obolibrary.org/obo/GO_0035061
GO:0035064,MF,methylated histone binding,http://purl.obolibrary.org/obo/GO_0035064
GO:0035082,BP,axoneme assembly,http://purl.obolibrary.org/obo/GO_0035082
GO:0035091,MF,phosphatidylinositol binding,http://purl.obolibrary.org/obo/GO_0035091
GO:0035097,CC,histone methyltransferase complex,http://purl.obolibrary.org/obo/GO_0035097
GO:0035098,CC,ESC/E(Z) complex,http://purl.obolibrary.org/obo/GO_0035098
GO:0035101,CC,FACT complex,http://purl.obolibrary.org/obo/GO_0035101
GO:0035102,CC,PRC1 complex,http://purl.obolibrary.org/obo/GO_0035102
GO:0035145,CC,exon-exon junction complex,http://purl.obolibrary.org/obo/GO_0035145
GO:0035173,MF,histone kinase activity,http://purl.obolibrary.org/obo/GO_0035173
GO:0035175,MF,histone kinase activity (H3-S10 specific),http://purl.obolibrary.org/obo/GO_0035175
GO:0035194,BP,post-transcriptional gene silencing by RNA,http://purl.obolibrary.org/obo/GO_0035194
GO:0035195,BP,gene silencing by miRNA,http://purl.obolibrary.org/obo/GO_0035195
GO:0035196,BP,production of miRNAs involved in gene silencing by miRNA,http://purl.obolibrary.org/obo/GO_0035196
GO:0035197,MF,siRNA binding,http://purl.obolibrary.org/obo/GO_0035197
GO:0035198,MF,miRNA binding,http://purl.obolibrary.org/obo/GO_0035198
GO:0035241,MF,protein-arginine omega-N monomethyltransferase activity,http://purl.obolibrary.org/obo/GO_0035241
GO:0035242,MF,protein-arginine omega-N asymmetric methyltransferase activity,http://purl.obolibrary.org/obo/GO_0035242
GO:0035243,MF,protein-arginine omega-N symmetric methyltransferase activity,http://purl.obolibrary.org/obo/GO_0035243
GO:0035246,BP,peptidyl-arginine N-methylation,http://purl.obolibrary.org/obo/GO_0035246
GO:0035247,BP,peptidyl-arginine omega-N-methylation,http://purl.obolibrary.org/obo/GO_0035247
GO:0035250,MF,UDP-galactosyltransferase activity,http://purl.obolibrary.org/obo/GO_0035250
GO:0035251,MF,UDP-glucosyltransferase activity,http://purl.obolibrary.org/obo/GO_0035251
GO:0035252,MF,UDP-xylosyltransferase activity,http://purl.obolibrary.org/obo/GO_0035252
GO:0035253,CC,ciliary rootlet,http://purl.obolibrary.org/obo/GO_0035253
GO:0035264,BP,multicellular organism growth,http://purl.obolibrary.org/obo/GO_0035264
GO:0035265,BP,organ growth,http://purl.obolibrary.org/obo/GO_0035265
GO:0035266,BP,meristem growth,http://purl.obolibrary.org/obo/GO_0035266
GO:0035267,CC,NuA4 histone acetyltransferase complex,http://purl.obolibrary.org/obo/GO_0035267
GO:0035268,BP,protein mannosylation,http://purl.obolibrary.org/obo/GO_0035268
GO:0035269,BP,protein O-linked mannosylation,http://purl.obolibrary.org/obo/GO_0035269
GO:0035278,BP,miRNA mediated inhibition of translation,http://purl.obolibrary.org/obo/GO_0035278
GO:0035279,BP,mRNA cleavage involved in gene silencing by miRNA,http://purl.obolibrary.org/obo/GO_0035279
GO:0035299,MF,inositol pentakisphosphate 2-kinase activity,http://purl.obolibrary.org/obo/GO_0035299
GO:0035303,BP,regulation of dephosphorylation,http://purl.obolibrary.org/obo/GO_0035303
GO:0035304,BP,regulation of protein dephosphorylation,http://purl.obolibrary.org/obo/GO_0035304
GO:0035305,BP,negative regulation of dephosphorylation,http://purl.obolibrary.org/obo/GO_0035305
GO:0035306,BP,positive regulation of dephosphorylation,http://purl.obolibrary.org/obo/GO_0035306
GO:0035308,BP,negative regulation of protein dephosphorylation,http://purl.obolibrary.org/obo/GO_0035308
GO:0035312,MF,5'-3' exodeoxyribonuclease activity,http://purl.obolibrary.org/obo/GO_0035312
GO:0035335,BP,peptidyl-tyrosine dephosphorylation,http://purl.obolibrary.org/obo/GO_0035335
GO:0035336,BP,long-chain fatty-acyl-CoA metabolic process,http://purl.obolibrary.org/obo/GO_0035336
GO:0035337,BP,fatty-acyl-CoA metabolic process,http://purl.obolibrary.org/obo/GO_0035337
GO:0035339,CC,SPOTS complex,http://purl.obolibrary.org/obo/GO_0035339
GO:0035344,BP,hypoxanthine transport,http://purl.obolibrary.org/obo/GO_0035344
GO:0035349,BP,coenzyme A transmembrane transport,http://purl.obolibrary.org/obo/GO_0035349
GO:0035350,BP,FAD transmembrane transport,http://purl.obolibrary.org/obo/GO_0035350
GO:0035352,BP,NAD transmembrane transport,http://purl.obolibrary.org/obo/GO_0035352
GO:0035368,MF,selenocysteine insertion sequence binding,http://purl.obolibrary.org/obo/GO_0035368
GO:0035371,CC,microtubule plus-end,http://purl.obolibrary.org/obo/GO_0035371
GO:0035372,BP,protein localization to microtubule,http://purl.obolibrary.org/obo/GO_0035372
GO:0035383,BP,thioester metabolic process,http://purl.obolibrary.org/obo/GO_0035383
GO:0035384,BP,thioester biosynthetic process,http://purl.obolibrary.org/obo/GO_0035384
GO:0035402,MF,histone kinase activity (H3-T11 specific),http://purl.obolibrary.org/obo/GO_0035402
GO:0035433,BP,acetate transmembrane transport,http://purl.obolibrary.org/obo/GO_0035433
GO:0035434,BP,copper ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0035434
GO:0035435,BP,phosphate ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0035435
GO:0035436,BP,triose phosphate transmembrane transport,http://purl.obolibrary.org/obo/GO_0035436
GO:0035437,BP,maintenance of protein localization in endoplasmic reticulum,http://purl.obolibrary.org/obo/GO_0035437
GO:0035442,BP,dipeptide transmembrane transport,http://purl.obolibrary.org/obo/GO_0035442
GO:0035443,BP,tripeptide transmembrane transport,http://purl.obolibrary.org/obo/GO_0035443
GO:0035444,BP,nickel cation transmembrane transport,http://purl.obolibrary.org/obo/GO_0035444
GO:0035445,BP,borate transmembrane transport,http://purl.obolibrary.org/obo/GO_0035445
GO:0035448,CC,extrinsic component of thylakoid membrane,http://purl.obolibrary.org/obo/GO_0035448
GO:0035449,CC,extrinsic component of plastid thylakoid membrane,http://purl.obolibrary.org/obo/GO_0035449
GO:0035451,CC,extrinsic component of stromal side of plastid thylakoid membrane,http://purl.obolibrary.org/obo/GO_0035451
GO:0035452,CC,extrinsic component of plastid membrane,http://purl.obolibrary.org/obo/GO_0035452
GO:0035459,BP,vesicle cargo loading,http://purl.obolibrary.org/obo/GO_0035459
GO:0035461,BP,vitamin transmembrane transport,http://purl.obolibrary.org/obo/GO_0035461
GO:0035485,MF,adenine/guanine mispair binding,http://purl.obolibrary.org/obo/GO_0035485
GO:0035493,BP,SNARE complex assembly,http://purl.obolibrary.org/obo/GO_0035493
GO:0035494,BP,SNARE complex disassembly,http://purl.obolibrary.org/obo/GO_0035494
GO:0035510,BP,DNA dealkylation,http://purl.obolibrary.org/obo/GO_0035510
GO:0035513,BP,oxidative RNA demethylation,http://purl.obolibrary.org/obo/GO_0035513
GO:0035514,MF,DNA demethylase activity,http://purl.obolibrary.org/obo/GO_0035514
GO:0035515,MF,oxidative RNA demethylase activity,http://purl.obolibrary.org/obo/GO_0035515
GO:0035516,MF,oxidative DNA demethylase activity,http://purl.obolibrary.org/obo/GO_0035516
GO:0035524,BP,proline transmembrane transport,http://purl.obolibrary.org/obo/GO_0035524
GO:0035529,MF,NADH pyrophosphatase activity,http://purl.obolibrary.org/obo/GO_0035529
GO:0035539,MF,"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity",http://purl.obolibrary.org/obo/GO_0035539
GO:0035556,BP,intracellular signal transduction,http://purl.obolibrary.org/obo/GO_0035556
GO:0035560,MF,pheophorbidase activity,http://purl.obolibrary.org/obo/GO_0035560
GO:0035561,BP,regulation of chromatin binding,http://purl.obolibrary.org/obo/GO_0035561
GO:0035563,BP,positive regulation of chromatin binding,http://purl.obolibrary.org/obo/GO_0035563
GO:0035589,BP,G protein-coupled purinergic nucleotide receptor signaling pathway,http://purl.obolibrary.org/obo/GO_0035589
GO:0035590,BP,purinergic nucleotide receptor signaling pathway,http://purl.obolibrary.org/obo/GO_0035590
GO:0035591,MF,signaling adaptor activity,http://purl.obolibrary.org/obo/GO_0035591
GO:0035592,BP,establishment of protein localization to extracellular region,http://purl.obolibrary.org/obo/GO_0035592
GO:0035596,MF,methylthiotransferase activity,http://purl.obolibrary.org/obo/GO_0035596
GO:0035597,MF,N6-isopentenyladenosine methylthiotransferase activity,http://purl.obolibrary.org/obo/GO_0035597
GO:0035598,MF,N6-threonylcarbomyladenosine methylthiotransferase activity,http://purl.obolibrary.org/obo/GO_0035598
GO:0035599,MF,aspartic acid methylthiotransferase activity,http://purl.obolibrary.org/obo/GO_0035599
GO:0035600,BP,tRNA methylthiolation,http://purl.obolibrary.org/obo/GO_0035600
GO:0035601,BP,protein deacylation,http://purl.obolibrary.org/obo/GO_0035601
GO:0035605,MF,peptidyl-cysteine S-nitrosylase activity,http://purl.obolibrary.org/obo/GO_0035605
GO:0035606,BP,peptidyl-cysteine S-trans-nitrosylation,http://purl.obolibrary.org/obo/GO_0035606
GO:0035615,MF,clathrin adaptor activity,http://purl.obolibrary.org/obo/GO_0035615
GO:0035618,CC,root hair,http://purl.obolibrary.org/obo/GO_0035618
GO:0035619,CC,root hair tip,http://purl.obolibrary.org/obo/GO_0035619
GO:0035627,BP,ceramide transport,http://purl.obolibrary.org/obo/GO_0035627
GO:0035639,MF,purine ribonucleoside triphosphate binding,http://purl.obolibrary.org/obo/GO_0035639
GO:0035642,MF,histone methyltransferase activity (H3-R17 specific),http://purl.obolibrary.org/obo/GO_0035642
GO:0035652,BP,clathrin-coated vesicle cargo loading,http://purl.obolibrary.org/obo/GO_0035652
GO:0035653,BP,"clathrin-coated vesicle cargo loading, AP-1-mediated",http://purl.obolibrary.org/obo/GO_0035653
GO:0035657,CC,eRF1 methyltransferase complex,http://purl.obolibrary.org/obo/GO_0035657
GO:0035658,CC,Mon1-Ccz1 complex,http://purl.obolibrary.org/obo/GO_0035658
GO:0035670,BP,plant-type ovary development,http://purl.obolibrary.org/obo/GO_0035670
GO:0035671,MF,enone reductase activity,http://purl.obolibrary.org/obo/GO_0035671
GO:0035672,BP,oligopeptide transmembrane transport,http://purl.obolibrary.org/obo/GO_0035672
GO:0035673,MF,oligopeptide transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0035673
GO:0035674,BP,tricarboxylic acid transmembrane transport,http://purl.obolibrary.org/obo/GO_0035674
GO:0035720,BP,intraciliary anterograde transport,http://purl.obolibrary.org/obo/GO_0035720
GO:0035721,BP,intraciliary retrograde transport,http://purl.obolibrary.org/obo/GO_0035721
GO:0035725,BP,sodium ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0035725
GO:0035735,BP,intraciliary transport involved in cilium assembly,http://purl.obolibrary.org/obo/GO_0035735
GO:0035770,CC,ribonucleoprotein granule,http://purl.obolibrary.org/obo/GO_0035770
GO:0035798,MF,2-alkenal reductase (NADP+) activity,http://purl.obolibrary.org/obo/GO_0035798
GO:0035821,BP,modulation of process of other organism,http://purl.obolibrary.org/obo/GO_0035821
GO:0035825,BP,homologous recombination,http://purl.obolibrary.org/obo/GO_0035825
GO:0035834,BP,indole alkaloid metabolic process,http://purl.obolibrary.org/obo/GO_0035834
GO:0035835,BP,indole alkaloid biosynthetic process,http://purl.obolibrary.org/obo/GO_0035835
GO:0035838,CC,growing cell tip,http://purl.obolibrary.org/obo/GO_0035838
GO:0035859,CC,Seh1-associated complex,http://purl.obolibrary.org/obo/GO_0035859
GO:0035861,CC,site of double-strand break,http://purl.obolibrary.org/obo/GO_0035861
GO:0035864,BP,response to potassium ion,http://purl.obolibrary.org/obo/GO_0035864
GO:0035865,BP,cellular response to potassium ion,http://purl.obolibrary.org/obo/GO_0035865
GO:0035869,CC,ciliary transition zone,http://purl.obolibrary.org/obo/GO_0035869
GO:0035873,BP,lactate transmembrane transport,http://purl.obolibrary.org/obo/GO_0035873
GO:0035874,BP,cellular response to copper ion starvation,http://purl.obolibrary.org/obo/GO_0035874
GO:0035875,BP,"maintenance of meiotic sister chromatid cohesion, centromeric",http://purl.obolibrary.org/obo/GO_0035875
GO:0035884,BP,arabinan biosynthetic process,http://purl.obolibrary.org/obo/GO_0035884
GO:0035885,MF,exochitinase activity,http://purl.obolibrary.org/obo/GO_0035885
GO:0035902,BP,response to immobilization stress,http://purl.obolibrary.org/obo/GO_0035902
GO:0035925,MF,mRNA 3'-UTR AU-rich region binding,http://purl.obolibrary.org/obo/GO_0035925
GO:0035927,BP,RNA import into mitochondrion,http://purl.obolibrary.org/obo/GO_0035927
GO:0035964,BP,COPI-coated vesicle budding,http://purl.obolibrary.org/obo/GO_0035964
GO:0035966,BP,response to topologically incorrect protein,http://purl.obolibrary.org/obo/GO_0035966
GO:0035967,BP,cellular response to topologically incorrect protein,http://purl.obolibrary.org/obo/GO_0035967
GO:0035970,BP,peptidyl-threonine dephosphorylation,http://purl.obolibrary.org/obo/GO_0035970
GO:0035973,BP,aggrephagy,http://purl.obolibrary.org/obo/GO_0035973
GO:0035987,BP,endodermal cell differentiation,http://purl.obolibrary.org/obo/GO_0035987
GO:0035999,BP,tetrahydrofolate interconversion,http://purl.obolibrary.org/obo/GO_0035999
GO:0036002,MF,pre-mRNA binding,http://purl.obolibrary.org/obo/GO_0036002
GO:0036009,MF,protein-glutamine N-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0036009
GO:0036010,BP,protein localization to endosome,http://purl.obolibrary.org/obo/GO_0036010
GO:0036019,CC,endolysosome,http://purl.obolibrary.org/obo/GO_0036019
GO:0036020,CC,endolysosome membrane,http://purl.obolibrary.org/obo/GO_0036020
GO:0036033,MF,mediator complex binding,http://purl.obolibrary.org/obo/GO_0036033
GO:0036038,CC,MKS complex,http://purl.obolibrary.org/obo/GO_0036038
GO:0036048,BP,protein desuccinylation,http://purl.obolibrary.org/obo/GO_0036048
GO:0036049,BP,peptidyl-lysine desuccinylation,http://purl.obolibrary.org/obo/GO_0036049
GO:0036054,MF,protein-malonyllysine demalonylase activity,http://purl.obolibrary.org/obo/GO_0036054
GO:0036055,MF,protein-succinyllysine desuccinylase activity,http://purl.obolibrary.org/obo/GO_0036055
GO:0036064,CC,ciliary basal body,http://purl.obolibrary.org/obo/GO_0036064
GO:0036065,BP,fucosylation,http://purl.obolibrary.org/obo/GO_0036065
GO:0036066,BP,protein O-linked fucosylation,http://purl.obolibrary.org/obo/GO_0036066
GO:0036071,BP,N-glycan fucosylation,http://purl.obolibrary.org/obo/GO_0036071
GO:0036080,MF,purine nucleotide-sugar transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0036080
GO:0036088,BP,D-serine catabolic process,http://purl.obolibrary.org/obo/GO_0036088
GO:0036092,BP,phosphatidylinositol-3-phosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0036092
GO:0036094,MF,small molecule binding,http://purl.obolibrary.org/obo/GO_0036094
GO:0036109,BP,alpha-linolenic acid metabolic process,http://purl.obolibrary.org/obo/GO_0036109
GO:0036115,BP,fatty-acyl-CoA catabolic process,http://purl.obolibrary.org/obo/GO_0036115
GO:0036137,MF,kynurenine aminotransferase activity,http://purl.obolibrary.org/obo/GO_0036137
GO:0036156,CC,inner dynein arm,http://purl.obolibrary.org/obo/GO_0036156
GO:0036157,CC,outer dynein arm,http://purl.obolibrary.org/obo/GO_0036157
GO:0036158,BP,outer dynein arm assembly,http://purl.obolibrary.org/obo/GO_0036158
GO:0036159,BP,inner dynein arm assembly,http://purl.obolibrary.org/obo/GO_0036159
